Geo_Code,Prov_Name,Topic,Untrimmed Characteristic,Characteristic,Note,Total,Male,Female
35,Ontario,Age characteristics,   70 to 74 years,70 to 74 years,,440780,206350,234435
35,Ontario,Age characteristics,   75 to 79 years,75 to 79 years,,356150,161345,194805
35,Ontario,Age characteristics,   80 to 84 years,80 to 84 years,,271510,113620,157890
35,Ontario,Age characteristics,   85 years and over,85 years and over,,246400,80925,165475
35,Ontario,Marital status,      Married (and not separated),Married (and not separated),,5367400,2681320,2686075
35,Ontario,Marital status,      Living common law,Living common law,,791210,397620,393590
35,Ontario,Marital status,      Single (never legally married),Single (never legally married),,2985020,1583760,1401260
35,Ontario,Marital status,      Separated,Separated,,319805,133790,186015
35,Ontario,Marital status,      Divorced,Divorced,,593730,231160,362570
35,Ontario,Marital status,      Widowed,Widowed,,613880,117980,495905
35,Ontario,Number of census families in private households,   Size of census family: 2 persons,Size of census family: 2 persons,,1686655,,
35,Ontario,Number of census families in private households,   Size of census family: 3 persons,Size of census family: 3 persons,,812960,,
35,Ontario,Number of census families in private households,   Size of census family: 4 persons,Size of census family: 4 persons,,783500,,
35,Ontario,Number of census families in private households,   Size of census family: 5 or more persons,Size of census family: 5 or more persons,,329085,,
35,Ontario,Family characteristics by type,      Married couples,Married couples,,2612895,,
35,Ontario,Number of children at home in married coupled family,         Without children at home,Without children at home,,1090740,,
35,Ontario,Number of children at home in married coupled family,         With children at home,With children at home,,1522150,,
35,Ontario,Number of children at home in married coupled family,            1 child,1 child,,559155,,
35,Ontario,Number of children at home in married coupled family,            2 children,2 children,,676880,,
35,Ontario,Number of children at home in married coupled family,            3 or more children,3 or more children,,286110,,
35,Ontario,Family characteristics by type,      Common-law couples,Common-law couples,,394670,,
35,Ontario,Number of children at home in common-law coupled family,         Without children at home,Without children at home,,236010,,
35,Ontario,Number of children at home in common-law coupled family,         With children at home,With children at home,,158660,,
35,Ontario,Number of children at home in common-law coupled family,            1 child,1 child,,77160,,
35,Ontario,Number of children at home in common-law coupled family,            2 children,2 children,,55605,,
35,Ontario,Number of children at home in common-law coupled family,            3 or more children,3 or more children,,25890,,
35,Ontario,Family characteristics by type,      Female parent,Female parent,,486470,,
35,Ontario,Number of children at home with female-parent family,         1 child,1 child,,282085,,
35,Ontario,Number of children at home with female-parent family,         2 children,2 children,,145375,,
35,Ontario,Number of children at home with female-parent family,         3 or more children,3 or more children,,59015,,
35,Ontario,Family characteristics by type,      Male parent,Male parent,,118175,,
35,Ontario,Number of children at home with male-parent family,         1 child,1 child,,77820,,
35,Ontario,Number of children at home with male-parent family,         2 children,2 children,,31265,,
35,Ontario,Number of children at home with male-parent family,         3 or more children,3 or more children,,9085,,
35,Ontario,Family characteristics by age,   Under six years of age,Under six years of age,,839960,,
35,Ontario,Family characteristics by age,   6 to 14 years,6 to 14 years,,1323750,,
35,Ontario,Family characteristics by age,   15 to 17 years,15 to 17 years,,496005,,
35,Ontario,Family characteristics by age,   18 to 24 years,18 to 24 years,,888985,,
35,Ontario,Family characteristics by age,   25 years and over,25 years and over,,535230,,
35,Ontario,Household and dwelling characteristics,      Living with relatives,Living with relatives,,295100,113180,181925
35,Ontario,Household and dwelling characteristics,      Living with non-relatives only,Living with non-relatives only,,425360,233900,191465
35,Ontario,Household and dwelling characteristics,      Living alone,Living alone,,1230980,542525,688455
35,Ontario,Household and dwelling characteristics for persons aged 65 years and over,      Living with relatives,Living with relatives,,105130,22345,82785
35,Ontario,Household and dwelling characteristics for persons aged 65 years and over,      Living with non-relatives only,Living with non-relatives only,,30835,14715,16125
35,Ontario,Household and dwelling characteristics for persons aged 65 years and over,      Living alone,Living alone,,427640,118350,309290
35,Ontario,Private dwellings by structural type,   Single-detached house,Single-detached house,,2718880,,
35,Ontario,Private dwellings by structural type,"   Apartment, building that has five or more storeys","Apartment, building that has five or more storeys",,789970,,
35,Ontario,Private dwellings by structural type,   Movable dwelling,Movable dwelling,,15800,,
35,Ontario,Private dwellings by structural type,      Semi-detached house,Semi-detached house,,279470,,
35,Ontario,Private dwellings by structural type,      Row house,Row house,,415225,,
35,Ontario,Private dwellings by structural type,"      Apartment, duplex","Apartment, duplex",,160460,,
35,Ontario,Private dwellings by structural type,"      Apartment, building that has fewer than five storeys","Apartment, building that has fewer than five storeys",,498160,,
35,Ontario,Private dwellings by structural type,      Other single-attached house,Other single-attached house,,9540,,
35,Ontario,Private households by household size,   1 person,1 person,,1230975,,
35,Ontario,Private households by household size,   2 persons,2 persons,,1584415,,
35,Ontario,Private households by household size,   3 persons,3 persons,,803030,,
35,Ontario,Private households by household size,   4 persons,4 persons,,783925,,
35,Ontario,Private households by household size,   5 persons,5 persons,,310860,,
35,Ontario,Private households by household size,   6 or more persons,6 or more persons,,174305,,
35,Ontario,Detailed mother tongue,English,English,,8677040,4276970,4400065
35,Ontario,Detailed mother tongue,French,French,,493300,232785,260510
35,Ontario,Detailed mother tongue,Atikamekw,Atikamekw,,0,0,0
35,Ontario,Detailed mother tongue,"Cree, n.o.s.","Cree, n.o.s.",,3930,1835,2095
35,Ontario,Detailed mother tongue,Dene,Dene,,20,5,10
35,Ontario,Detailed mother tongue,Innu/Montagnais,Innu/Montagnais,,5,5,5
35,Ontario,Detailed mother tongue,Inuktitut,Inuktitut,,300,85,215
35,Ontario,Detailed mother tongue,Mi'kmaq,Mi'kmaq,,70,20,45
35,Ontario,Detailed mother tongue,Ojibway,Ojibway,,8255,3925,4330
35,Ontario,Detailed mother tongue,Oji-Cree,Oji-Cree,,3030,1440,1590
35,Ontario,Detailed mother tongue,Stoney,Stoney,,5,0,0
35,Ontario,Detailed mother tongue,"African languages, n.i.e.","African languages, n.i.e.",,3080,1585,1495
35,Ontario,Detailed mother tongue,Afrikaans,Afrikaans,,2060,1030,1030
35,Ontario,Detailed mother tongue,Akan (Twi),Akan (Twi),,9680,4565,5115
35,Ontario,Detailed mother tongue,Albanian,Albanian,,17440,8870,8565
35,Ontario,Detailed mother tongue,Amharic,Amharic,,9190,4295,4895
35,Ontario,Detailed mother tongue,Arabic,Arabic,,133390,69890,63500
35,Ontario,Detailed mother tongue,Armenian,Armenian,,13070,6330,6740
35,Ontario,Detailed mother tongue,"Bantu languages, n.i.e.","Bantu languages, n.i.e.",,3040,1445,1595
35,Ontario,Detailed mother tongue,Bengali,Bengali,,38685,19745,18935
35,Ontario,Detailed mother tongue,Berber languages (Kabyle),Berber languages (Kabyle),,120,70,60
35,Ontario,Detailed mother tongue,Bisayan languages,Bisayan languages,,6380,2395,3985
35,Ontario,Detailed mother tongue,Bosnian,Bosnian,,6140,3045,3095
35,Ontario,Detailed mother tongue,Bulgarian,Bulgarian,,9015,4390,4625
35,Ontario,Detailed mother tongue,Burmese,Burmese,,1400,685,715
35,Ontario,Detailed mother tongue,Cantonese,Cantonese,,186870,87020,99850
35,Ontario,Detailed mother tongue,"Chinese, n.o.s.","Chinese, n.o.s.",,195120,92170,102950
35,Ontario,Detailed mother tongue,Creoles,Creoles,,9650,4355,5295
35,Ontario,Detailed mother tongue,Croatian,Croatian,,33830,16505,17320
35,Ontario,Detailed mother tongue,Czech,Czech,,12115,5675,6440
35,Ontario,Detailed mother tongue,Danish,Danish,,4745,2230,2515
35,Ontario,Detailed mother tongue,Dutch,Dutch,,58135,28150,29985
35,Ontario,Detailed mother tongue,Estonian,Estonian,,5025,2170,2850
35,Ontario,Detailed mother tongue,Finnish,Finnish,,11350,4905,6450
35,Ontario,Detailed mother tongue,Flemish,Flemish,,2710,1180,1530
35,Ontario,Detailed mother tongue,Fukien,Fukien,,3410,1620,1795
35,Ontario,Detailed mother tongue,German,German,,140315,65815,74500
35,Ontario,Detailed mother tongue,Greek,Greek,,56890,28455,28435
35,Ontario,Detailed mother tongue,Gujarati,Gujarati,,68105,34110,33995
35,Ontario,Detailed mother tongue,Hakka,Hakka,,3535,1685,1850
35,Ontario,Detailed mother tongue,Hebrew,Hebrew,,11415,6085,5330
35,Ontario,Detailed mother tongue,Hindi,Hindi,,47645,23880,23765
35,Ontario,Detailed mother tongue,Hungarian,Hungarian,,41010,19455,21555
35,Ontario,Detailed mother tongue,Ilocano,Ilocano,,8050,2990,5060
35,Ontario,Detailed mother tongue,"Indo-Iranian languages, n.i.e.","Indo-Iranian languages, n.i.e.",,2845,1520,1330
35,Ontario,Detailed mother tongue,Italian,Italian,,251330,123830,127505
35,Ontario,Detailed mother tongue,Japanese,Japanese,,12215,4415,7800
35,Ontario,Detailed mother tongue,Khmer (Cambodian),Khmer (Cambodian),,7210,3345,3860
35,Ontario,Detailed mother tongue,Korean,Korean,,64080,30065,34015
35,Ontario,Detailed mother tongue,Kurdish,Kurdish,,5760,3100,2660
35,Ontario,Detailed mother tongue,Lao,Lao,,5350,2620,2730
35,Ontario,Detailed mother tongue,Latvian,Latvian,,4640,1970,2670
35,Ontario,Detailed mother tongue,Lingala,Lingala,,755,325,430
35,Ontario,Detailed mother tongue,Lithuanian,Lithuanian,,5600,2375,3230
35,Ontario,Detailed mother tongue,Macedonian,Macedonian,,16305,7930,8370
35,Ontario,Detailed mother tongue,Malay,Malay,,5305,2395,2910
35,Ontario,Detailed mother tongue,Malayalam,Malayalam,,10745,5460,5285
35,Ontario,Detailed mother tongue,Maltese,Maltese,,5830,2930,2905
35,Ontario,Detailed mother tongue,Mandarin,Mandarin,,118390,55825,62565
35,Ontario,Detailed mother tongue,Marathi,Marathi,,4155,2135,2025
35,Ontario,Detailed mother tongue,Nepali,Nepali,,3640,1850,1795
35,Ontario,Detailed mother tongue,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,5780,2925,2860
35,Ontario,Detailed mother tongue,Norwegian,Norwegian,,1060,465,595
35,Ontario,Detailed mother tongue,Oromo,Oromo,,1770,890,875
35,Ontario,Detailed mother tongue,Panjabi (Punjabi),Panjabi (Punjabi),,173975,88090,85885
35,Ontario,Detailed mother tongue,Pashto,Pashto,,8165,4200,3965
35,Ontario,Detailed mother tongue,Persian (Farsi),Persian (Farsi),,98905,50110,48790
35,Ontario,Detailed mother tongue,Polish,Polish,,128440,58835,69600
35,Ontario,Detailed mother tongue,Portuguese,Portuguese,,147725,71605,76125
35,Ontario,Detailed mother tongue,Romanian,Romanian,,41980,19835,22140
35,Ontario,Detailed mother tongue,Rundi (Kirundi),Rundi (Kirundi),,1035,455,580
35,Ontario,Detailed mother tongue,Russian,Russian,,93080,42590,50490
35,Ontario,Detailed mother tongue,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,1120,450,670
35,Ontario,Detailed mother tongue,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,14930,7345,7590
35,Ontario,Detailed mother tongue,Serbian,Serbian,,41910,20750,21165
35,Ontario,Detailed mother tongue,Serbo-Croatian,Serbo-Croatian,,5250,2565,2685
35,Ontario,Detailed mother tongue,Shanghainese,Shanghainese,,1410,585,830
35,Ontario,Detailed mother tongue,"Sign languages, n.i.e.","Sign languages, n.i.e.",,1580,835,745
35,Ontario,Detailed mother tongue,Sindhi,Sindhi,,6530,3055,3475
35,Ontario,Detailed mother tongue,Sinhala (Sinhalese),Sinhala (Sinhalese),,9335,4555,4780
35,Ontario,Detailed mother tongue,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,1780,900,875
35,Ontario,Detailed mother tongue,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,2005,1000,1005
35,Ontario,Detailed mother tongue,Slovak,Slovak,,10250,4665,5585
35,Ontario,Detailed mother tongue,Slovenian,Slovenian,,7505,3475,4030
35,Ontario,Detailed mother tongue,Somali,Somali,,22685,9750,12930
35,Ontario,Detailed mother tongue,Spanish,Spanish,,178335,85410,92915
35,Ontario,Detailed mother tongue,Swahili,Swahili,,4745,2255,2490
35,Ontario,Detailed mother tongue,Swedish,Swedish,,2505,1060,1440
35,Ontario,Detailed mother tongue,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,140805,53595,87210
35,Ontario,Detailed mother tongue,Taiwanese,Taiwanese,,3020,1390,1625
35,Ontario,Detailed mother tongue,Tamil,Tamil,,111060,54760,56300
35,Ontario,Detailed mother tongue,Telugu,Telugu,,6730,3525,3205
35,Ontario,Detailed mother tongue,Thai,Thai,,2915,995,1915
35,Ontario,Detailed mother tongue,Tibetan languages,Tibetan languages,,3965,2005,1960
35,Ontario,Detailed mother tongue,Tigrigna,Tigrigna,,5560,2605,2955
35,Ontario,Detailed mother tongue,Turkish,Turkish,,16615,8755,7865
35,Ontario,Detailed mother tongue,Ukrainian,Ukrainian,,41455,18275,23185
35,Ontario,Detailed mother tongue,Urdu,Urdu,,128730,65470,63260
35,Ontario,Detailed mother tongue,Vietnamese,Vietnamese,,65915,30920,34990
35,Ontario,Detailed mother tongue,Yiddish,Yiddish,,5105,2350,2760
35,Ontario,Detailed mother tongue,Other languages,Other languages,,26410,12725,13690
35,Ontario,Detailed mother tongue,English and French,English and French,,46605,21805,24795
35,Ontario,Detailed mother tongue,English and non-official language,English and non-official language,,219425,106790,112635
35,Ontario,Detailed mother tongue,French and non-official language,French and non-official language,,13645,6285,7365
35,Ontario,Detailed mother tongue,"English, French and non-official language","English, French and non-official language",,7615,3495,4115
,,,,,,,,
35,Ontario,Knowledge of official languages,English only,English only,,10984360,5445050,5539310
35,Ontario,Knowledge of official languages,French only,French only,,42980,18805,24175
35,Ontario,Knowledge of official languages,English and French,English and French,,1395805,627725,768085
35,Ontario,Knowledge of official languages,Neither English nor French,Neither English nor French,,298920,118765,180155
35,Ontario,First official language spoken,First official language spoken - Total population excluding institutional residents,First official language spoken - Total population excluding institutional residents,,12722065,6210340,6511730
35,Ontario,First official language spoken,English,English,,11844580,5819520,6025055
35,Ontario,First official language spoken,French,French,,500270,235620,264655
35,Ontario,First official language spoken,English and French,English and French,,84230,39330,44895
35,Ontario,First official language spoken,Neither English nor French,Neither English nor French,,292980,115860,177115
35,Ontario,First official language spoken,Official language minority (number),Official language minority (number),,542390,255285,287100
35,Ontario,First official language spoken,Official language minority (percentage),Official language minority (percentage),,4.3,4.1,4.4
35,Ontario,Detailed language spoken most often at home,English,English,,10044810,4930610,5114200
35,Ontario,Detailed language spoken most often at home,French,French,,284115,133495,150620
35,Ontario,Detailed language spoken most often at home,Atikamekw,Atikamekw,,0,0,0
35,Ontario,Detailed language spoken most often at home,"Cree, n.o.s.","Cree, n.o.s.",,1920,950,970
35,Ontario,Detailed language spoken most often at home,Dene,Dene,,0,0,0
35,Ontario,Detailed language spoken most often at home,Innu/Montagnais,Innu/Montagnais,,5,0,0
35,Ontario,Detailed language spoken most often at home,Inuktitut,Inuktitut,,80,20,60
35,Ontario,Detailed language spoken most often at home,Mi'kmaq,Mi'kmaq,,10,5,5
35,Ontario,Detailed language spoken most often at home,Ojibway,Ojibway,,2855,1510,1345
35,Ontario,Detailed language spoken most often at home,Oji-Cree,Oji-Cree,,1065,505,555
35,Ontario,Detailed language spoken most often at home,Stoney,Stoney,,0,0,0
35,Ontario,Detailed language spoken most often at home,"African languages, n.i.e.","African languages, n.i.e.",,1405,675,730
35,Ontario,Detailed language spoken most often at home,Afrikaans,Afrikaans,,775,385,390
35,Ontario,Detailed language spoken most often at home,Akan (Twi),Akan (Twi),,5305,2390,2915
35,Ontario,Detailed language spoken most often at home,Albanian,Albanian,,10055,5075,4980
35,Ontario,Detailed language spoken most often at home,Amharic,Amharic,,5280,2400,2880
35,Ontario,Detailed language spoken most often at home,Arabic,Arabic,,76410,38095,38315
35,Ontario,Detailed language spoken most often at home,Armenian,Armenian,,7375,3435,3940
35,Ontario,Detailed language spoken most often at home,"Bantu languages, n.i.e.","Bantu languages, n.i.e.",,885,420,465
35,Ontario,Detailed language spoken most often at home,Bengali,Bengali,,26895,13495,13405
35,Ontario,Detailed language spoken most often at home,Berber languages (Kabyle),Berber languages (Kabyle),,40,20,20
35,Ontario,Detailed language spoken most often at home,Bisayan languages,Bisayan languages,,2045,895,1150
35,Ontario,Detailed language spoken most often at home,Bosnian,Bosnian,,3525,1765,1760
35,Ontario,Detailed language spoken most often at home,Bulgarian,Bulgarian,,5165,2535,2630
35,Ontario,Detailed language spoken most often at home,Burmese,Burmese,,885,425,460
35,Ontario,Detailed language spoken most often at home,Cantonese,Cantonese,,147795,68295,79500
35,Ontario,Detailed language spoken most often at home,"Chinese, n.o.s.","Chinese, n.o.s.",,135665,64765,70895
35,Ontario,Detailed language spoken most often at home,Creoles,Creoles,,4720,2120,2600
35,Ontario,Detailed language spoken most often at home,Croatian,Croatian,,13185,6320,6865
35,Ontario,Detailed language spoken most often at home,Czech,Czech,,4325,2055,2265
35,Ontario,Detailed language spoken most often at home,Danish,Danish,,335,170,170
35,Ontario,Detailed language spoken most often at home,Dutch,Dutch,,5395,2535,2855
35,Ontario,Detailed language spoken most often at home,Estonian,Estonian,,1260,475,785
35,Ontario,Detailed language spoken most often at home,Finnish,Finnish,,2280,1005,1270
35,Ontario,Detailed language spoken most often at home,Flemish,Flemish,,230,105,130
35,Ontario,Detailed language spoken most often at home,Fukien,Fukien,,1045,495,550
35,Ontario,Detailed language spoken most often at home,German,German,,39180,18925,20255
35,Ontario,Detailed language spoken most often at home,Greek,Greek,,23590,11185,12405
35,Ontario,Detailed language spoken most often at home,Gujarati,Gujarati,,42445,20860,21585
35,Ontario,Detailed language spoken most often at home,Hakka,Hakka,,1595,740,855
35,Ontario,Detailed language spoken most often at home,Hebrew,Hebrew,,5240,2630,2610
35,Ontario,Detailed language spoken most often at home,Hindi,Hindi,,24650,12200,12450
35,Ontario,Detailed language spoken most often at home,Hungarian,Hungarian,,15440,7260,8175
35,Ontario,Detailed language spoken most often at home,Ilocano,Ilocano,,2920,1170,1745
35,Ontario,Detailed language spoken most often at home,"Indo-Iranian languages, n.i.e.","Indo-Iranian languages, n.i.e.",,1175,590,590
35,Ontario,Detailed language spoken most often at home,Italian,Italian,,88835,39140,49695
35,Ontario,Detailed language spoken most often at home,Japanese,Japanese,,5765,2535,3235
35,Ontario,Detailed language spoken most often at home,Khmer (Cambodian),Khmer (Cambodian),,4065,1860,2205
35,Ontario,Detailed language spoken most often at home,Korean,Korean,,47245,22575,24675
35,Ontario,Detailed language spoken most often at home,Kurdish,Kurdish,,3580,1835,1745
35,Ontario,Detailed language spoken most often at home,Lao,Lao,,2855,1445,1410
35,Ontario,Detailed language spoken most often at home,Latvian,Latvian,,1270,535,730
35,Ontario,Detailed language spoken most often at home,Lingala,Lingala,,240,95,140
35,Ontario,Detailed language spoken most often at home,Lithuanian,Lithuanian,,1780,765,1015
35,Ontario,Detailed language spoken most often at home,Macedonian,Macedonian,,7290,3495,3795
35,Ontario,Detailed language spoken most often at home,Malay,Malay,,1925,920,1005
35,Ontario,Detailed language spoken most often at home,Malayalam,Malayalam,,5315,2665,2645
35,Ontario,Detailed language spoken most often at home,Maltese,Maltese,,1295,625,670
35,Ontario,Detailed language spoken most often at home,Mandarin,Mandarin,,96610,46980,49630
35,Ontario,Detailed language spoken most often at home,Marathi,Marathi,,1980,1015,965
35,Ontario,Detailed language spoken most often at home,Nepali,Nepali,,2480,1260,1220
35,Ontario,Detailed language spoken most often at home,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,1830,870,960
35,Ontario,Detailed language spoken most often at home,Norwegian,Norwegian,,120,50,75
35,Ontario,Detailed language spoken most often at home,Oromo,Oromo,,1040,490,545
35,Ontario,Detailed language spoken most often at home,Panjabi (Punjabi),Panjabi (Punjabi),,124100,62105,61995
35,Ontario,Detailed language spoken most often at home,Pashto,Pashto,,5765,2875,2890
35,Ontario,Detailed language spoken most often at home,Persian (Farsi),Persian (Farsi),,69200,33860,35335
35,Ontario,Detailed language spoken most often at home,Polish,Polish,,60730,28490,32240
35,Ontario,Detailed language spoken most often at home,Portuguese,Portuguese,,70210,33690,36520
35,Ontario,Detailed language spoken most often at home,Romanian,Romanian,,22845,10960,11880
35,Ontario,Detailed language spoken most often at home,Rundi (Kirundi),Rundi (Kirundi),,375,180,195
35,Ontario,Detailed language spoken most often at home,Russian,Russian,,64425,30385,34045
35,Ontario,Detailed language spoken most often at home,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,395,165,230
35,Ontario,Detailed language spoken most often at home,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,10360,4980,5375
35,Ontario,Detailed language spoken most often at home,Serbian,Serbian,,26000,12665,13335
35,Ontario,Detailed language spoken most often at home,Serbo-Croatian,Serbo-Croatian,,2500,1220,1285
35,Ontario,Detailed language spoken most often at home,Shanghainese,Shanghainese,,660,300,365
35,Ontario,Detailed language spoken most often at home,"Sign languages, n.i.e.","Sign languages, n.i.e.",,2650,1535,1115
35,Ontario,Detailed language spoken most often at home,Sindhi,Sindhi,,2835,1265,1565
35,Ontario,Detailed language spoken most often at home,Sinhala (Sinhalese),Sinhala (Sinhalese),,4480,2195,2280
35,Ontario,Detailed language spoken most often at home,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,1410,710,695
35,Ontario,Detailed language spoken most often at home,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,565,265,300
35,Ontario,Detailed language spoken most often at home,Slovak,Slovak,,3185,1485,1700
35,Ontario,Detailed language spoken most often at home,Slovenian,Slovenian,,1815,830,990
35,Ontario,Detailed language spoken most often at home,Somali,Somali,,15450,6520,8935
35,Ontario,Detailed language spoken most often at home,Spanish,Spanish,,106735,51645,55085
35,Ontario,Detailed language spoken most often at home,Swahili,Swahili,,2025,940,1080
35,Ontario,Detailed language spoken most often at home,Swedish,Swedish,,410,200,210
35,Ontario,Detailed language spoken most often at home,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,65225,27135,38095
35,Ontario,Detailed language spoken most often at home,Taiwanese,Taiwanese,,1495,710,785
35,Ontario,Detailed language spoken most often at home,Tamil,Tamil,,83645,40665,42980
35,Ontario,Detailed language spoken most often at home,Telugu,Telugu,,3820,1955,1870
35,Ontario,Detailed language spoken most often at home,Thai,Thai,,1320,650,675
35,Ontario,Detailed language spoken most often at home,Tibetan languages,Tibetan languages,,3200,1615,1585
35,Ontario,Detailed language spoken most often at home,Tigrigna,Tigrigna,,3075,1390,1680
35,Ontario,Detailed language spoken most often at home,Turkish,Turkish,,10395,5265,5135
35,Ontario,Detailed language spoken most often at home,Ukrainian,Ukrainian,,15240,6810,8425
35,Ontario,Detailed language spoken most often at home,Urdu,Urdu,,83520,41750,41770
35,Ontario,Detailed language spoken most often at home,Vietnamese,Vietnamese,,47355,22240,25120
35,Ontario,Detailed language spoken most often at home,Yiddish,Yiddish,,530,260,275
35,Ontario,Detailed language spoken most often at home,Other languages,Other languages,,9950,4865,5085
35,Ontario,Detailed language spoken most often at home,English and French,English and French,,37955,17250,20705
35,Ontario,Detailed language spoken most often at home,English and non-official language,English and non-official language,,509105,248050,261055
35,Ontario,Detailed language spoken most often at home,French and non-official language,French and non-official language,,6370,2855,3520
35,Ontario,Detailed language spoken most often at home,"English, French and non-official language","English, French and non-official language",,11845,5225,6620
35,Ontario,Detailed other language spoken regularly at home,Detailed other language spoken regularly at home - Total population excluding institutional residents,Detailed other language spoken regularly at home - Total population excluding institutional residents,,12722060,6210335,6511725
35,Ontario,Detailed other language spoken regularly at home,None,None,,10611255,5199975,5411280
35,Ontario,Detailed other language spoken regularly at home,English,English,,848410,416070,432340
35,Ontario,Detailed other language spoken regularly at home,French,French,,227040,101685,125355
35,Ontario,Detailed other language spoken regularly at home,Non-official languages,Non-official languages,,991165,472030,519140
35,Ontario,Detailed other language spoken regularly at home,Atikamekw,Atikamekw,,0,0,0
35,Ontario,Detailed other language spoken regularly at home,"Cree, n.o.s.","Cree, n.o.s.",,2120,980,1140
35,Ontario,Detailed other language spoken regularly at home,Dene,Dene,,15,10,10
35,Ontario,Detailed other language spoken regularly at home,Innu/Montagnais,Innu/Montagnais,,5,0,5
35,Ontario,Detailed other language spoken regularly at home,Inuktitut,Inuktitut,,220,85,135
35,Ontario,Detailed other language spoken regularly at home,Mi'kmaq,Mi'kmaq,,50,20,30
35,Ontario,Detailed other language spoken regularly at home,Ojibway,Ojibway,,6505,3030,3470
35,Ontario,Detailed other language spoken regularly at home,Oji-Cree,Oji-Cree,,1840,870,970
35,Ontario,Detailed other language spoken regularly at home,Stoney,Stoney,,0,0,0
35,Ontario,Detailed other language spoken regularly at home,"African languages, n.i.e.","African languages, n.i.e.",,1340,675,665
35,Ontario,Detailed other language spoken regularly at home,Afrikaans,Afrikaans,,1285,630,660
35,Ontario,Detailed other language spoken regularly at home,Akan (Twi),Akan (Twi),,4585,2195,2390
35,Ontario,Detailed other language spoken regularly at home,Albanian,Albanian,,4625,2315,2310
35,Ontario,Detailed other language spoken regularly at home,Amharic,Amharic,,3085,1430,1655
35,Ontario,Detailed other language spoken regularly at home,Arabic,Arabic,,45670,24305,21360
35,Ontario,Detailed other language spoken regularly at home,Armenian,Armenian,,3700,1785,1910
35,Ontario,Detailed other language spoken regularly at home,"Bantu languages, n.i.e.","Bantu languages, n.i.e.",,1490,675,810
35,Ontario,Detailed other language spoken regularly at home,Bengali,Bengali,,8115,4155,3960
35,Ontario,Detailed other language spoken regularly at home,Berber languages (Kabyle),Berber languages (Kabyle),,50,25,20
35,Ontario,Detailed other language spoken regularly at home,Bisayan languages,Bisayan languages,,1600,585,1010
35,Ontario,Detailed other language spoken regularly at home,Bosnian,Bosnian,,1790,875,915
35,Ontario,Detailed other language spoken regularly at home,Bulgarian,Bulgarian,,2240,1050,1185
35,Ontario,Detailed other language spoken regularly at home,Burmese,Burmese,,405,200,205
35,Ontario,Detailed other language spoken regularly at home,Cantonese,Cantonese,,41885,19995,21890
35,Ontario,Detailed other language spoken regularly at home,"Chinese, n.o.s.","Chinese, n.o.s.",,35080,16715,18365
35,Ontario,Detailed other language spoken regularly at home,Creoles,Creoles,,7720,3355,4370
35,Ontario,Detailed other language spoken regularly at home,Croatian,Croatian,,13060,6290,6770
35,Ontario,Detailed other language spoken regularly at home,Czech,Czech,,3765,1645,2115
35,Ontario,Detailed other language spoken regularly at home,Danish,Danish,,1690,740,950
35,Ontario,Detailed other language spoken regularly at home,Dutch,Dutch,,18365,8275,10095
35,Ontario,Detailed other language spoken regularly at home,Estonian,Estonian,,1850,785,1065
35,Ontario,Detailed other language spoken regularly at home,Finnish,Finnish,,3725,1530,2195
35,Ontario,Detailed other language spoken regularly at home,Flemish,Flemish,,590,230,355
35,Ontario,Detailed other language spoken regularly at home,Fukien,Fukien,,1440,695,750
35,Ontario,Detailed other language spoken regularly at home,German,German,,44850,20385,24470
35,Ontario,Detailed other language spoken regularly at home,Greek,Greek,,29400,14815,14580
35,Ontario,Detailed other language spoken regularly at home,Gujarati,Gujarati,,17855,8935,8915
35,Ontario,Detailed other language spoken regularly at home,Hakka,Hakka,,1010,480,530
35,Ontario,Detailed other language spoken regularly at home,Hebrew,Hebrew,,8795,4415,4380
35,Ontario,Detailed other language spoken regularly at home,Hindi,Hindi,,31720,16115,15605
35,Ontario,Detailed other language spoken regularly at home,Hungarian,Hungarian,,11610,5225,6380
35,Ontario,Detailed other language spoken regularly at home,Ilocano,Ilocano,,2215,830,1385
35,Ontario,Detailed other language spoken regularly at home,"Indo-Iranian languages, n.i.e.","Indo-Iranian languages, n.i.e.",,1050,550,505
35,Ontario,Detailed other language spoken regularly at home,Italian,Italian,,100275,49240,51035
35,Ontario,Detailed other language spoken regularly at home,Japanese,Japanese,,5765,2425,3350
35,Ontario,Detailed other language spoken regularly at home,Khmer (Cambodian),Khmer (Cambodian),,2105,985,1120
35,Ontario,Detailed other language spoken regularly at home,Korean,Korean,,11915,5615,6300
35,Ontario,Detailed other language spoken regularly at home,Kurdish,Kurdish,,1355,730,625
